crop_rel,class_id,cos_resnet50,cos_vit_base_patch16_224,leaked
data/processed/cure_crops/0/bottom/customer/0_bottom_22.png,0__bottom,0.579447865486145,0.773694634437561,False
data/processed/cure_crops/0/bottom/customer/0_bottom_23.png,0__bottom,0.6780978441238403,0.7762591242790222,False
data/processed/cure_crops/0/bottom/customer/0_bottom_24.png,0__bottom,0.6345748901367188,0.6487443447113037,False
data/processed/cure_crops/0/bottom/customer/0_bottom_28.png,0__bottom,0.8482667803764343,0.8127022981643677,False
data/processed/cure_crops/0/bottom/customer/0_bottom_30.png,0__bottom,0.7180572152137756,0.7933881282806396,False
data/processed/cure_crops/0/bottom/customer/0_bottom_31.png,0__bottom,0.6948875784873962,0.779761791229248,False
data/processed/cure_crops/0/bottom/customer/0_bottom_32.png,0__bottom,0.7842728495597839,0.6857188940048218,False
data/processed/cure_crops/0/bottom/customer/0_bottom_33.png,0__bottom,0.7303933501243591,0.7954622507095337,False
data/processed/cure_crops/0/bottom/customer/0_bottom_34.png,0__bottom,0.7612485885620117,0.7419536113739014,False
data/processed/cure_crops/0/bottom/customer/0_bottom_35.png,0__bottom,0.7025020122528076,0.731615424156189,False
data/processed/cure_crops/0/bottom/customer/0_bottom_36.png,0__bottom,0.6888858079910278,0.710271954536438,False
data/processed/cure_crops/0/bottom/customer/0_bottom_37.png,0__bottom,0.6915650963783264,0.6044204235076904,False
data/processed/cure_crops/0/bottom/customer/0_bottom_38.png,0__bottom,0.7630578279495239,0.7764310836791992,False
data/processed/cure_crops/0/bottom/customer/0_bottom_39.png,0__bottom,0.7480771541595459,0.7613611817359924,False
data/processed/cure_crops/0/bottom/customer/0_bottom_40.png,0__bottom,0.7504196166992188,0.7526609897613525,False
data/processed/cure_crops/0/top/customer/0_top_0.png,0__top,0.8894039392471313,0.8639011383056641,False
data/processed/cure_crops/0/top/customer/0_top_10.png,0__top,0.66599440574646,0.673673152923584,False
data/processed/cure_crops/0/top/customer/0_top_11.png,0__top,0.6896878480911255,0.7136093378067017,False
data/processed/cure_crops/0/top/customer/0_top_12.png,0__top,0.6663367748260498,0.7133489847183228,False
data/processed/cure_crops/0/top/customer/0_top_13.png,0__top,0.7039188146591187,0.6987032890319824,False
data/processed/cure_crops/0/top/customer/0_top_14.png,0__top,0.6920195817947388,0.6862388253211975,False
data/processed/cure_crops/0/top/customer/0_top_15.png,0__top,0.6770554780960083,0.7073517441749573,False
data/processed/cure_crops/0/top/customer/0_top_16.png,0__top,0.6854164600372314,0.7124052047729492,False
data/processed/cure_crops/0/top/customer/0_top_17.png,0__top,0.7007163166999817,0.7147402763366699,False
data/processed/cure_crops/0/top/customer/0_top_18.png,0__top,0.6640204191207886,0.7261396646499634,False
data/processed/cure_crops/0/top/customer/0_top_19.png,0__top,0.6501639485359192,0.693673849105835,False
data/processed/cure_crops/0/top/customer/0_top_2.png,0__top,0.8061408996582031,0.8534011840820312,False
data/processed/cure_crops/0/top/customer/0_top_20.png,0__top,0.679919958114624,0.6936123371124268,False
data/processed/cure_crops/0/top/customer/0_top_21.png,0__top,0.6999084949493408,0.7127193212509155,False
data/processed/cure_crops/0/top/customer/0_top_4.png,0__top,0.7584943771362305,0.7382200360298157,False
data/processed/cure_crops/0/top/customer/0_top_5.png,0__top,0.6900690197944641,0.6943268775939941,False
data/processed/cure_crops/0/top/customer/0_top_7.png,0__top,0.7223464250564575,0.8048148155212402,False
data/processed/cure_crops/0/top/customer/0_top_8.png,0__top,0.6623539924621582,0.7823004722595215,False
data/processed/cure_crops/0/top/customer/0_top_9.png,0__top,0.7099589109420776,0.7539365291595459,False
data/processed/cure_crops/1/bottom/customer/1_bottom_53.png,1__bottom,0.729670524597168,0.7676534652709961,False
data/processed/cure_crops/1/bottom/customer/1_bottom_57.png,1__bottom,0.6780326962471008,0.7183501720428467,False
data/processed/cure_crops/1/bottom/customer/1_bottom_58.png,1__bottom,0.7038798332214355,0.5977047681808472,False
data/processed/cure_crops/1/bottom/customer/1_bottom_59.png,1__bottom,0.6888077259063721,0.7232843637466431,False
data/processed/cure_crops/1/bottom/customer/1_bottom_61.png,1__bottom,0.6387213468551636,0.6661822199821472,False
data/processed/cure_crops/1/top/customer/1_top_44.png,1__top,0.7366997003555298,0.7418538928031921,False
data/processed/cure_crops/1/top/customer/1_top_46.png,1__top,0.7782158255577087,0.7285096645355225,False
data/processed/cure_crops/1/top/customer/1_top_49.png,1__top,0.7493754625320435,0.7626676559448242,False
data/processed/cure_crops/10/bottom/customer/10_bottom_455.png,10__bottom,0.7157799005508423,0.7428118586540222,False
data/processed/cure_crops/10/bottom/customer/10_bottom_456.png,10__bottom,0.7381206750869751,0.7392708659172058,False
data/processed/cure_crops/10/bottom/customer/10_bottom_457.png,10__bottom,0.7331110239028931,0.7528318166732788,False
data/processed/cure_crops/10/bottom/customer/10_bottom_458.png,10__bottom,0.7067121267318726,0.6274073719978333,False
data/processed/cure_crops/10/bottom/customer/10_bottom_459.png,10__bottom,0.7352414131164551,0.6915565729141235,False
data/processed/cure_crops/10/bottom/customer/10_bottom_460.png,10__bottom,0.7100809216499329,0.6969024538993835,False
data/processed/cure_crops/10/bottom/customer/10_bottom_461.png,10__bottom,0.5754337310791016,0.6137199401855469,False
data/processed/cure_crops/10/bottom/customer/10_bottom_462.png,10__bottom,0.5679887533187866,0.6134486198425293,False
data/processed/cure_crops/10/bottom/customer/10_bottom_463.png,10__bottom,0.5799561142921448,0.6133174300193787,False
data/processed/cure_crops/10/bottom/customer/10_bottom_464.png,10__bottom,0.6695197224617004,0.5723724961280823,False
data/processed/cure_crops/10/bottom/customer/10_bottom_465.png,10__bottom,0.6082305312156677,0.6155712008476257,False
data/processed/cure_crops/10/bottom/customer/10_bottom_466.png,10__bottom,0.6540202498435974,0.5067994594573975,False
data/processed/cure_crops/10/bottom/customer/10_bottom_467.png,10__bottom,0.7034835815429688,0.5586992502212524,False
data/processed/cure_crops/10/bottom/customer/10_bottom_468.png,10__bottom,0.6531987190246582,0.54721999168396,False
data/processed/cure_crops/10/bottom/customer/10_bottom_469.png,10__bottom,0.6957685947418213,0.5599164962768555,False
data/processed/cure_crops/10/bottom/customer/10_bottom_470.png,10__bottom,0.694331705570221,0.5519587397575378,False
data/processed/cure_crops/10/bottom/customer/10_bottom_471.png,10__bottom,0.6753696203231812,0.5036495327949524,False
data/processed/cure_crops/10/bottom/customer/10_bottom_472.png,10__bottom,0.6712310314178467,0.5801820755004883,False
data/processed/cure_crops/10/bottom/customer/10_bottom_473.png,10__bottom,0.6881532073020935,0.5462430715560913,False
data/processed/cure_crops/10/bottom/customer/10_bottom_474.png,10__bottom,0.6944170594215393,0.5370437502861023,False
data/processed/cure_crops/10/bottom/customer/10_bottom_475.png,10__bottom,0.6531509757041931,0.6102923154830933,False
data/processed/cure_crops/10/top/customer/10_top_431.png,10__top,0.8028408288955688,0.8777827024459839,False
data/processed/cure_crops/10/top/customer/10_top_432.png,10__top,0.7956520318984985,0.8513612747192383,False
data/processed/cure_crops/10/top/customer/10_top_433.png,10__top,0.768257737159729,0.8524463772773743,False
data/processed/cure_crops/10/top/customer/10_top_434.png,10__top,0.8006737232208252,0.8627341985702515,False
data/processed/cure_crops/10/top/customer/10_top_435.png,10__top,0.6841250658035278,0.8344749212265015,False
data/processed/cure_crops/10/top/customer/10_top_436.png,10__top,0.6957353353500366,0.8441673517227173,False
data/processed/cure_crops/10/top/customer/10_top_437.png,10__top,0.7229645848274231,0.8482972383499146,False
data/processed/cure_crops/10/top/customer/10_top_438.png,10__top,0.6764658689498901,0.8404995203018188,False
data/processed/cure_crops/10/top/customer/10_top_439.png,10__top,0.666860044002533,0.7684282064437866,False
data/processed/cure_crops/10/top/customer/10_top_440.png,10__top,0.6450258493423462,0.8017446994781494,False
data/processed/cure_crops/10/top/customer/10_top_441.png,10__top,0.7736313939094543,0.6706576943397522,False
data/processed/cure_crops/10/top/customer/10_top_442.png,10__top,0.8024506568908691,0.6428736448287964,False
data/processed/cure_crops/10/top/customer/10_top_443.png,10__top,0.7306603193283081,0.6497986316680908,False
data/processed/cure_crops/10/top/customer/10_top_444.png,10__top,0.7506248950958252,0.6403329372406006,False
data/processed/cure_crops/10/top/customer/10_top_445.png,10__top,0.7428575754165649,0.7336255311965942,False
data/processed/cure_crops/10/top/customer/10_top_446.png,10__top,0.7712072134017944,0.7206133008003235,False
data/processed/cure_crops/10/top/customer/10_top_447.png,10__top,0.7479612827301025,0.674666166305542,False
data/processed/cure_crops/10/top/customer/10_top_448.png,10__top,0.7584762573242188,0.6846475601196289,False
data/processed/cure_crops/10/top/customer/10_top_449.png,10__top,0.7731868028640747,0.6339236497879028,False
data/processed/cure_crops/10/top/customer/10_top_450.png,10__top,0.7771885395050049,0.7106161117553711,False
data/processed/cure_crops/10/top/customer/10_top_451.png,10__top,0.7663328647613525,0.6904598474502563,False
data/processed/cure_crops/10/top/customer/10_top_452.png,10__top,0.7618564963340759,0.6581990718841553,False
data/processed/cure_crops/10/top/customer/10_top_453.png,10__top,0.7690587639808655,0.7080085277557373,False
data/processed/cure_crops/100/bottom/customer/100_bottom_4426.png,100__bottom,0.646369993686676,0.598217248916626,False
data/processed/cure_crops/100/bottom/customer/100_bottom_4427.png,100__bottom,0.7389470934867859,0.637871265411377,False
data/processed/cure_crops/100/bottom/customer/100_bottom_4428.png,100__bottom,0.5873857736587524,0.58040452003479,False
data/processed/cure_crops/100/bottom/customer/100_bottom_4429.png,100__bottom,0.6463818550109863,0.6301835179328918,False
data/processed/cure_crops/100/bottom/customer/100_bottom_4430.png,100__bottom,0.5545339584350586,0.6954613327980042,False
